# Explicit integer Druzkowski matrix A (one-based sparse COO)
# dimension	212
# nonzeros	5415
# row	column	value
75	195	-24
75	196	-24
75	197	-24
75	198	48
75	199	6
75	200	6
75	201	-6
75	202	-6
75	203	-24
75	204	-24
75	205	48
75	212	144
76	11	12
76	12	12
76	13	-24
76	34	18
76	35	-6
76	36	6
76	37	6
76	60	36
76	61	12
76	83	-6
76	84	-6
76	85	-6
76	86	-6
76	113	-6
76	114	6
76	115	-6
76	116	6
76	121	-6
76	122	-6
76	123	-6
76	124	-6
76	148	-24
76	161	12
76	163	12
76	195	-24
76	196	-24
76	197	-24
76	198	48
76	199	-6
76	200	-6
76	201	6
76	202	6
76	203	24
76	204	24
76	205	-48
76	212	-144
77	11	12
77	12	12
77	13	-24
77	34	18
77	35	-6
77	36	6
77	37	6
77	60	36
77	61	12
77	83	-6
77	84	-6
77	85	-6
77	86	-6
77	113	-6
77	114	6
77	115	-6
77	116	6
77	121	-6
77	122	-6
77	123	-6
77	124	-6
77	148	-24
77	161	12
77	163	12
77	195	-24
77	196	-24
77	197	-24
77	198	48
77	199	6
77	200	6
77	201	-6
77	202	-6
77	203	-24
77	204	-24
77	205	48
77	212	-144
78	11	12
78	12	12
78	13	-24
78	34	18
78	35	-6
78	36	6
78	37	6
78	60	36
78	61	12
78	83	-6
78	84	-6
78	85	-6
78	86	-6
78	113	-6
78	114	6
78	115	-6
78	116	6
78	121	-6
78	122	-6
78	123	-6
78	124	-6
78	148	-24
78	161	12
78	163	12
78	195	-24
78	196	-24
78	197	-24
78	198	48
78	199	-6
78	200	-6
78	201	6
78	202	6
78	203	24
78	204	24
78	205	-48
78	212	144
79	18	42
79	19	42
79	20	-42
79	21	-42
79	22	42
79	23	42
79	24	-42
79	25	-42
79	26	42
79	27	42
79	28	-42
79	29	-42
79	30	84
79	31	84
79	32	-84
79	33	-84
79	34	-108
79	35	-108
79	36	108
79	37	108
79	125	-24
79	126	-24
79	127	48
79	128	-6
79	129	-6
79	130	6
79	131	6
79	132	-24
79	133	-24
79	134	48
79	212	144
80	18	-42
80	19	-42
80	20	42
80	21	42
80	22	-42
80	23	-42
80	24	42
80	25	42
80	26	-42
80	27	-42
80	28	42
80	29	42
80	30	-84
80	31	-84
80	32	84
80	33	84
80	34	108
80	35	108
80	36	-108
80	37	-108
80	125	-24
80	126	-24
80	127	48
80	128	6
80	129	6
80	130	-6
80	131	-6
80	132	24
80	133	24
80	134	-48
80	212	-144
81	18	42
81	19	42
81	20	-42
81	21	-42
81	22	42
81	23	42
81	24	-42
81	25	-42
81	26	42
81	27	42
81	28	-42
81	29	-42
81	30	84
81	31	84
81	32	-84
81	33	-84
81	34	-108
81	35	-108
81	36	108
81	37	108
81	125	-24
81	126	-24
81	127	48
81	128	-6
81	129	-6
81	130	6
81	131	6
81	132	-24
81	133	-24
81	134	48
81	212	-144
82	18	-42
82	19	-42
82	20	42
82	21	42
82	22	-42
82	23	-42
82	24	42
82	25	42
82	26	-42
82	27	-42
82	28	42
82	29	42
82	30	-84
82	31	-84
82	32	84
82	33	84
82	34	108
82	35	108
82	36	-108
82	37	-108
82	125	-24
82	126	-24
82	127	48
82	128	6
82	129	6
82	130	-6
82	131	-6
82	132	24
82	133	24
82	134	-48
82	212	144
83	18	-6
83	19	-6
83	20	6
83	21	6
83	22	-6
83	23	-6
83	24	6
83	25	6
83	26	-6
83	27	-6
83	28	6
83	29	6
83	30	-12
83	31	-12
83	32	12
83	33	12
83	34	18
83	35	18
83	36	-18
83	37	-18
83	38	-24
83	39	-24
83	40	48
83	125	-24
83	126	-24
83	127	48
83	212	144
84	18	-6
84	19	-6
84	20	6
84	21	6
84	22	-6
84	23	-6
84	24	6
84	25	6
84	26	-6
84	27	-6
84	28	6
84	29	6
84	30	-12
84	31	-12
84	32	12
84	33	12
84	34	18
84	35	18
84	36	-18
84	37	-18
84	38	-24
84	39	-24
84	40	48
84	125	24
84	126	24
84	127	-48
84	212	-144
85	18	-6
85	19	-6
85	20	6
85	21	6
85	22	-6
85	23	-6
85	24	6
85	25	6
85	26	-6
85	27	-6
85	28	6
85	29	6
85	30	-12
85	31	-12
85	32	12
85	33	12
85	34	18
85	35	18
85	36	-18
85	37	-18
85	38	-24
85	39	-24
85	40	48
85	125	-24
85	126	-24
85	127	48
85	212	-144
86	18	-6
86	19	-6
86	20	6
86	21	6
86	22	-6
86	23	-6
86	24	6
86	25	6
86	26	-6
86	27	-6
86	28	6
86	29	6
86	30	-12
86	31	-12
86	32	12
86	33	12
86	34	18
86	35	18
86	36	-18
86	37	-18
86	38	-24
86	39	-24
86	40	48
86	125	24
86	126	24
86	127	-48
86	212	144
87	90	24
87	91	-24
87	92	-48
87	93	6
87	94	6
87	95	-6
87	96	-6
87	97	6
87	98	6
87	99	-6
87	100	-6
87	101	-6
87	102	-6
87	103	6
87	104	6
87	105	-6
87	106	-6
87	107	6
87	108	6
87	109	-6
87	110	-6
87	111	6
87	112	6
87	113	-18
87	114	-18
87	115	18
87	116	18
87	117	18
87	118	18
87	119	-18
87	120	-18
87	121	18
87	122	18
87	123	-18
87	124	-18
87	212	144
88	90	24
88	91	-24
88	92	-48
88	93	6
88	94	6
88	95	-6
88	96	-6
88	97	6
88	98	6
88	99	-6
88	100	-6
88	101	-6
88	102	-6
88	103	6
88	104	6
88	105	-6
88	106	-6
88	107	6
88	108	6
88	109	-6
88	110	-6
88	111	6
88	112	6
88	113	-18
88	114	-18
88	115	18
88	116	18
88	117	18
88	118	18
88	119	-18
88	120	-18
88	121	18
88	122	18
88	123	-18
88	124	-18
88	212	-144
89	90	24
89	91	-24
89	92	-48
89	93	6
89	94	6
89	95	-6
89	96	-6
89	97	6
89	98	6
89	99	-6
89	100	-6
89	101	-6
89	102	-6
89	103	6
89	104	6
89	105	-6
89	106	-6
89	107	6
89	108	6
89	109	-6
89	110	-6
89	111	6
89	112	6
89	113	-18
89	114	-18
89	115	18
89	116	18
89	117	18
89	118	18
89	119	-18
89	120	-18
89	121	18
89	122	18
89	123	-18
89	124	-18
90	1	-6
90	2	-6
90	3	6
90	4	6
90	5	-24
90	6	-24
90	7	48
90	158	-24
90	159	-24
90	160	48
91	1	-6
91	2	-6
91	3	6
91	4	6
91	5	-24
91	6	-24
91	7	48
91	158	24
91	159	24
91	160	-48
92	158	-24
92	159	-24
92	160	48
93	1	-6
93	2	-6
93	3	6
93	4	6
93	5	-24
93	6	-24
93	7	48
93	18	-6
93	19	-6
93	20	6
93	21	6
93	22	-6
93	23	-6
93	24	6
93	25	6
93	26	-6
93	27	-6
93	28	6
93	29	6
93	30	-12
93	31	-12
93	32	12
93	33	12
93	34	18
93	35	18
93	36	-18
93	37	-18
93	38	-24
93	39	-24
93	40	48
93	60	-24
93	61	24
93	62	24
93	79	-6
93	80	6
93	81	6
93	82	-6
93	83	6
93	84	-6
93	85	-6
93	86	6
93	183	12
93	185	-12
93	186	-24
93	187	-24
93	188	48
94	1	-6
94	2	-6
94	3	6
94	4	6
94	5	-24
94	6	-24
94	7	48
94	18	6
94	19	6
94	20	-6
94	21	-6
94	22	6
94	23	6
94	24	-6
94	25	-6
94	26	6
94	27	6
94	28	-6
94	29	-6
94	30	12
94	31	12
94	32	-12
94	33	-12
94	34	-18
94	35	-18
94	36	18
94	37	18
94	38	24
94	39	24
94	40	-48
94	60	24
94	61	-24
94	62	-24
94	79	6
94	80	-6
94	81	-6
94	82	6
94	83	-6
94	84	6
94	85	6
94	86	-6
94	183	-12
94	185	12
94	186	24
94	187	24
94	188	-48
95	1	-6
95	2	-6
95	3	6
95	4	6
95	5	-24
95	6	-24
95	7	48
95	18	-6
95	19	-6
95	20	6
95	21	6
95	22	-6
95	23	-6
95	24	6
95	25	6
95	26	-6
95	27	-6
95	28	6
95	29	6
95	30	-12
95	31	-12
95	32	12
95	33	12
95	34	18
95	35	18
95	36	-18
95	37	-18
95	38	-24
95	39	-24
95	40	48
95	60	24
95	61	-24
95	62	-24
95	79	6
95	80	-6
95	81	-6
95	82	6
95	83	-6
95	84	6
95	85	6
95	86	-6
95	183	-12
95	185	12
95	186	24
95	187	24
95	188	-48
96	1	-6
96	2	-6
96	3	6
96	4	6
96	5	-24
96	6	-24
96	7	48
96	18	6
96	19	6
96	20	-6
96	21	-6
96	22	6
96	23	6
96	24	-6
96	25	-6
96	26	6
96	27	6
96	28	-6
96	29	-6
96	30	12
96	31	12
96	32	-12
96	33	-12
96	34	-18
96	35	-18
96	36	18
96	37	18
96	38	24
96	39	24
96	40	-48
96	60	-24
96	61	24
96	62	24
96	79	-6
96	80	6
96	81	6
96	82	-6
96	83	6
96	84	-6
96	85	-6
96	86	6
96	183	12
96	185	-12
96	186	-24
96	187	-24
96	188	48
97	18	-6
97	19	-6
97	20	6
97	21	6
97	22	-6
97	23	-6
97	24	6
97	25	6
97	26	-6
97	27	-6
97	28	6
97	29	6
97	30	-12
97	31	-12
97	32	12
97	33	12
97	34	18
97	35	18
97	36	-18
97	37	-18
97	38	-24
97	39	-24
97	40	48
97	60	96
97	61	-96
97	62	-192
97	63	-6
97	64	-6
97	65	6
97	66	6
97	67	-6
97	68	-6
97	69	6
97	70	6
97	71	-6
97	72	-6
97	73	6
97	74	6
97	75	-6
97	76	-6
97	77	6
97	78	6
97	79	-6
97	80	-6
97	81	6
97	82	6
97	83	-42
97	84	-42
97	85	42
97	86	42
97	87	-24
97	88	-24
97	89	48
97	199	6
97	200	6
97	201	-6
97	202	-6
97	203	-24
97	204	-24
97	205	48
97	212	-36
98	18	-6
98	19	-6
98	20	6
98	21	6
98	22	-6
98	23	-6
98	24	6
98	25	6
98	26	-6
98	27	-6
98	28	6
98	29	6
98	30	-12
98	31	-12
98	32	12
98	33	12
98	34	18
98	35	18
98	36	-18
98	37	-18
98	38	-24
98	39	-24
98	40	48
98	60	-96
98	61	96
98	62	192
98	63	6
98	64	6
98	65	-6
98	66	-6
98	67	6
98	68	6
98	69	-6
98	70	-6
98	71	6
98	72	6
98	73	-6
98	74	-6
98	75	6
98	76	6
98	77	-6
98	78	-6
98	79	6
98	80	6
98	81	-6
98	82	-6
98	83	42
98	84	42
98	85	-42
98	86	-42
98	87	24
98	88	24
98	89	-48
98	199	-6
98	200	-6
98	201	6
98	202	6
98	203	24
98	204	24
98	205	-48
98	212	36
99	18	-6
99	19	-6
99	20	6
99	21	6
99	22	-6
99	23	-6
99	24	6
99	25	6
99	26	-6
99	27	-6
99	28	6
99	29	6
99	30	-12
99	31	-12
99	32	12
99	33	12
99	34	18
99	35	18
99	36	-18
99	37	-18
99	38	-24
99	39	-24
99	40	48
99	60	96
99	61	-96
99	62	-192
99	63	-6
99	64	-6
99	65	6
99	66	6
99	67	-6
99	68	-6
99	69	6
99	70	6
99	71	-6
99	72	-6
99	73	6
99	74	6
99	75	-6
99	76	-6
99	77	6
99	78	6
99	79	-6
99	80	-6
99	81	6
99	82	6
99	83	-42
99	84	-42
99	85	42
99	86	42
99	87	-24
99	88	-24
99	89	48
99	199	-6
99	200	-6
99	201	6
99	202	6
99	203	24
99	204	24
99	205	-48
99	212	-36
100	18	-6
100	19	-6
100	20	6
100	21	6
100	22	-6
100	23	-6
100	24	6
100	25	6
100	26	-6
100	27	-6
100	28	6
100	29	6
100	30	-12
100	31	-12
100	32	12
100	33	12
100	34	18
100	35	18
100	36	-18
100	37	-18
100	38	-24
100	39	-24
100	40	48
100	60	-96
100	61	96
100	62	192
100	63	6
100	64	6
100	65	-6
100	66	-6
100	67	6
100	68	6
100	69	-6
100	70	-6
100	71	6
100	72	6
100	73	-6
100	74	-6
100	75	6
100	76	6
100	77	-6
100	78	-6
100	79	6
100	80	6
100	81	-6
100	82	-6
100	83	42
100	84	42
100	85	-42
100	86	-42
100	87	24
100	88	24
100	89	-48
100	199	6
100	200	6
100	201	-6
100	202	-6
100	203	-24
100	204	-24
100	205	48
100	212	36
101	11	24
101	13	-24
101	18	36
101	19	36
101	20	-36
101	21	-36
101	22	36
101	23	36
101	24	-36
101	25	-36
101	26	36
101	27	36
101	28	-36
101	29	-36
101	30	72
101	31	72
101	32	-72
101	33	-72
101	34	-90
101	35	-90
101	36	90
101	37	90
101	38	-24
101	39	-24
101	40	48
101	47	-24
101	60	24
101	62	-24
101	128	-6
101	129	-6
101	130	6
101	131	6
101	132	-24
101	133	-24
101	134	48
101	148	24
101	173	-24
101	180	-24
101	181	-24
101	182	48
102	11	-24
102	13	24
102	18	-48
102	19	-48
102	20	48
102	21	48
102	22	-48
102	23	-48
102	24	48
102	25	48
102	26	-48
102	27	-48
102	28	48
102	29	48
102	30	-96
102	31	-96
102	32	96
102	33	96
102	34	126
102	35	126
102	36	-126
102	37	-126
102	38	-24
102	39	-24
102	40	48
102	47	24
102	60	-24
102	62	24
102	128	6
102	129	6
102	130	-6
102	131	-6
102	132	24
102	133	24
102	134	-48
102	148	-24
102	173	24
102	180	24
102	181	24
102	182	-48
103	11	-24
103	13	24
103	18	36
103	19	36
103	20	-36
103	21	-36
103	22	36
103	23	36
103	24	-36
103	25	-36
103	26	36
103	27	36
103	28	-36
103	29	-36
103	30	72
103	31	72
103	32	-72
103	33	-72
103	34	-90
103	35	-90
103	36	90
103	37	90
103	38	-24
103	39	-24
103	40	48
103	47	24
103	60	-24
103	62	24
103	128	-6
103	129	-6
103	130	6
103	131	6
103	132	-24
103	133	-24
103	134	48
103	148	-24
103	173	24
103	180	24
103	181	24
103	182	-48
104	11	24
104	13	-24
104	18	-48
104	19	-48
104	20	48
104	21	48
104	22	-48
104	23	-48
104	24	48
104	25	48
104	26	-48
104	27	-48
104	28	48
104	29	48
104	30	-96
104	31	-96
104	32	96
104	33	96
104	34	126
104	35	126
104	36	-126
104	37	-126
104	38	-24
104	39	-24
104	40	48
104	47	-24
104	60	24
104	62	-24
104	128	6
104	129	6
104	130	-6
104	131	-6
104	132	24
104	133	24
104	134	-48
104	148	24
104	173	-24
104	180	-24
104	181	-24
104	182	48
105	11	72
105	13	-72
105	18	-6
105	19	-6
105	20	6
105	21	6
105	22	-6
105	23	-6
105	24	6
105	25	6
105	26	-6
105	27	-6
105	28	6
105	29	6
105	30	-12
105	31	-12
105	32	12
105	33	12
105	34	18
105	35	18
105	36	-18
105	37	-18
105	38	-24
105	39	-24
105	40	48
105	47	-72
105	60	72
105	62	-72
105	125	-24
105	126	-24
105	127	48
105	148	72
105	173	-72
105	189	-24
105	190	-24
105	191	48
106	11	-72
106	13	72
106	18	-6
106	19	-6
106	20	6
106	21	6
106	22	-6
106	23	-6
106	24	6
106	25	6
106	26	-6
106	27	-6
106	28	6
106	29	6
106	30	-12
106	31	-12
106	32	12
106	33	12
106	34	18
106	35	18
106	36	-18
106	37	-18
106	38	-24
106	39	-24
106	40	48
106	47	72
106	60	-72
106	62	72
106	125	24
106	126	24
106	127	-48
106	148	-72
106	173	72
106	189	24
106	190	24
106	191	-48
107	11	-72
107	13	72
107	18	-6
107	19	-6
107	20	6
107	21	6
107	22	-6
107	23	-6
107	24	6
107	25	6
107	26	-6
107	27	-6
107	28	6
107	29	6
107	30	-12
107	31	-12
107	32	12
107	33	12
107	34	18
107	35	18
107	36	-18
107	37	-18
107	38	-24
107	39	-24
107	40	48
107	47	72
107	60	-72
107	62	72
107	125	-24
107	126	-24
107	127	48
107	148	-72
107	173	72
107	189	24
107	190	24
107	191	-48
108	11	72
108	13	-72
108	18	-6
108	19	-6
108	20	6
108	21	6
108	22	-6
108	23	-6
108	24	6
108	25	6
108	26	-6
108	27	-6
108	28	6
108	29	6
108	30	-12
108	31	-12
108	32	12
108	33	12
108	34	18
108	35	18
108	36	-18
108	37	-18
108	38	-24
108	39	-24
108	40	48
108	47	-72
108	60	72
108	62	-72
108	125	24
108	126	24
108	127	-48
108	148	72
108	173	-72
108	189	-24
108	190	-24
108	191	48
109	11	36
109	12	36
109	13	-24
109	34	30
109	35	6
109	36	18
109	37	18
109	60	36
109	61	12
109	62	48
109	83	-6
109	84	-6
109	85	-6
109	86	-6
109	113	-6
109	114	6
109	115	-6
109	116	6
109	121	-18
109	122	-18
109	123	-18
109	124	-18
109	125	-24
109	126	-24
109	127	48
109	148	-72
109	155	-24
109	156	-24
109	157	48
109	161	12
109	163	12
109	195	-24
109	196	-24
109	197	-24
109	198	48
110	11	-36
110	12	-36
110	13	24
110	34	-30
110	35	-6
110	36	-18
110	37	-18
110	60	-36
110	61	-12
110	62	-48
110	83	6
110	84	6
110	85	6
110	86	6
110	113	6
110	114	-6
110	115	6
110	116	-6
110	121	18
110	122	18
110	123	18
110	124	18
110	125	-24
110	126	-24
110	127	48
110	148	72
110	155	24
110	156	24
110	157	-48
110	161	-12
110	163	-12
110	195	24
110	196	24
110	197	24
110	198	-48
111	11	12
111	12	12
111	13	24
111	34	-6
111	35	18
111	36	6
111	37	6
111	60	-36
111	61	-12
111	62	48
111	83	6
111	84	6
111	85	6
111	86	6
111	113	6
111	114	-6
111	115	6
111	116	-6
111	121	-6
111	122	-6
111	123	-6
111	124	-6
111	125	-24
111	126	-24
111	127	48
111	148	-24
111	155	-24
111	156	-24
111	157	48
111	161	-12
111	163	-12
111	195	24
111	196	24
111	197	24
111	198	-48
112	11	-12
112	12	-12
112	13	-24
112	34	6
112	35	-18
112	36	-6
112	37	-6
112	60	36
112	61	12
112	62	-48
112	83	-6
112	84	-6
112	85	-6
112	86	-6
112	113	-6
112	114	6
112	115	-6
112	116	6
112	121	6
112	122	6
112	123	6
112	124	6
112	125	-24
112	126	-24
112	127	48
112	148	24
112	155	24
112	156	24
112	157	-48
112	161	12
112	163	12
112	195	-24
112	196	-24
112	197	-24
112	198	48
113	1	-6
113	2	-6
113	3	6
113	4	6
113	5	-24
113	6	-24
113	7	48
113	60	96
113	61	-96
113	62	-192
113	63	-6
113	64	-6
113	65	6
113	66	6
113	67	-6
113	68	-6
113	69	6
113	70	6
113	71	-6
113	72	-6
113	73	6
113	74	6
113	75	-6
113	76	-6
113	77	6
113	78	6
113	79	-6
113	80	-6
113	81	6
113	82	6
113	83	-42
113	84	-42
113	85	42
113	86	42
113	87	-24
113	88	-24
113	89	48
113	125	-24
113	126	-24
113	127	48
113	212	-36
114	1	-6
114	2	-6
114	3	6
114	4	6
114	5	-24
114	6	-24
114	7	48
114	60	-96
114	61	96
114	62	192
114	63	6
114	64	6
114	65	-6
114	66	-6
114	67	6
114	68	6
114	69	-6
114	70	-6
114	71	6
114	72	6
114	73	-6
114	74	-6
114	75	6
114	76	6
114	77	-6
114	78	-6
114	79	6
114	80	6
114	81	-6
114	82	-6
114	83	42
114	84	42
114	85	-42
114	86	-42
114	87	24
114	88	24
114	89	-48
114	125	24
114	126	24
114	127	-48
114	212	36
115	1	-6
115	2	-6
115	3	6
115	4	6
115	5	-24
115	6	-24
115	7	48
115	60	96
115	61	-96
115	62	-192
115	63	-6
115	64	-6
115	65	6
115	66	6
115	67	-6
115	68	-6
115	69	6
115	70	6
115	71	-6
115	72	-6
115	73	6
115	74	6
115	75	-6
115	76	-6
115	77	6
115	78	6
115	79	-6
115	80	-6
115	81	6
115	82	6
115	83	-42
115	84	-42
115	85	42
115	86	42
115	87	-24
115	88	-24
115	89	48
115	125	24
115	126	24
115	127	-48
115	212	-36
116	1	-6
116	2	-6
116	3	6
116	4	6
116	5	-24
116	6	-24
116	7	48
116	60	-96
116	61	96
116	62	192
116	63	6
116	64	6
116	65	-6
116	66	-6
116	67	6
116	68	6
116	69	-6
116	70	-6
116	71	6
116	72	6
116	73	-6
116	74	-6
116	75	6
116	76	6
116	77	-6
116	78	-6
116	79	6
116	80	6
116	81	-6
116	82	-6
116	83	42
116	84	42
116	85	-42
116	86	-42
116	87	24
116	88	24
116	89	-48
116	125	-24
116	126	-24
116	127	48
116	212	36
117	1	-6
117	2	-6
117	3	6
117	4	6
117	5	-24
117	6	-24
117	7	48
117	18	-6
117	19	-6
117	20	6
117	21	6
117	22	-6
117	23	-6
117	24	6
117	25	6
117	26	-6
117	27	-6
117	28	6
117	29	6
117	30	-12
117	31	-12
117	32	12
117	33	12
117	34	18
117	35	18
117	36	-18
117	37	-18
117	38	-24
117	39	-24
117	40	48
117	83	6
117	84	6
117	85	-6
117	86	-6
117	192	-24
117	193	-24
117	194	48
118	1	-6
118	2	-6
118	3	6
118	4	6
118	5	-24
118	6	-24
118	7	48
118	18	6
118	19	6
118	20	-6
118	21	-6
118	22	6
118	23	6
118	24	-6
118	25	-6
118	26	6
118	27	6
118	28	-6
118	29	-6
118	30	12
118	31	12
118	32	-12
118	33	-12
118	34	-18
118	35	-18
118	36	18
118	37	18
118	38	24
118	39	24
118	40	-48
118	83	-6
118	84	-6
118	85	6
118	86	6
118	192	24
118	193	24
118	194	-48
119	1	-6
119	2	-6
119	3	6
119	4	6
119	5	-24
119	6	-24
119	7	48
119	18	-6
119	19	-6
119	20	6
119	21	6
119	22	-6
119	23	-6
119	24	6
119	25	6
119	26	-6
119	27	-6
119	28	6
119	29	6
119	30	-12
119	31	-12
119	32	12
119	33	12
119	34	18
119	35	18
119	36	-18
119	37	-18
119	38	-24
119	39	-24
119	40	48
119	83	-6
119	84	-6
119	85	6
119	86	6
119	192	24
119	193	24
119	194	-48
120	1	-6
120	2	-6
120	3	6
120	4	6
120	5	-24
120	6	-24
120	7	48
120	18	6
120	19	6
120	20	-6
120	21	-6
120	22	6
120	23	6
120	24	-6
120	25	-6
120	26	6
120	27	6
120	28	-6
120	29	-6
120	30	12
120	31	12
120	32	-12
120	33	-12
120	34	-18
120	35	-18
120	36	18
120	37	18
120	38	24
120	39	24
120	40	-48
120	83	6
120	84	6
120	85	-6
120	86	-6
120	192	-24
120	193	-24
120	194	48
121	1	-6
121	2	-6
121	3	6
121	4	6
121	5	-24
121	6	-24
121	7	48
121	18	-6
121	19	-6
121	20	6
121	21	6
121	22	-6
121	23	-6
121	24	6
121	25	6
121	26	-6
121	27	-6
121	28	6
121	29	6
121	30	-12
121	31	-12
121	32	12
121	33	12
121	34	18
121	35	18
121	36	-18
121	37	-18
121	38	-24
121	39	-24
121	40	48
121	60	96
121	61	-96
121	62	-192
121	63	-6
121	64	-6
121	65	6
121	66	6
121	67	-6
121	68	-6
121	69	6
121	70	6
121	71	-6
121	72	-6
121	73	6
121	74	6
121	75	-6
121	76	-6
121	77	6
121	78	6
121	79	-6
121	80	-6
121	81	6
121	82	6
121	83	-42
121	84	-42
121	85	42
121	86	42
121	87	-24
121	88	-24
121	89	48
121	212	-36
122	1	-6
122	2	-6
122	3	6
122	4	6
122	5	-24
122	6	-24
122	7	48
122	18	6
122	19	6
122	20	-6
122	21	-6
122	22	6
122	23	6
122	24	-6
122	25	-6
122	26	6
122	27	6
122	28	-6
122	29	-6
122	30	12
122	31	12
122	32	-12
122	33	-12
122	34	-18
122	35	-18
122	36	18
122	37	18
122	38	24
122	39	24
122	40	-48
122	60	-96
122	61	96
122	62	192
122	63	6
122	64	6
122	65	-6
122	66	-6
122	67	6
122	68	6
122	69	-6
122	70	-6
122	71	6
122	72	6
122	73	-6
122	74	-6
122	75	6
122	76	6
122	77	-6
122	78	-6
122	79	6
122	80	6
122	81	-6
122	82	-6
122	83	42
122	84	42
122	85	-42
122	86	-42
122	87	24
122	88	24
122	89	-48
122	212	36
123	1	-6
123	2	-6
123	3	6
123	4	6
123	5	-24
123	6	-24
123	7	48
123	18	-6
123	19	-6
123	20	6
123	21	6
123	22	-6
123	23	-6
123	24	6
123	25	6
123	26	-6
123	27	-6
123	28	6
123	29	6
123	30	-12
123	31	-12
123	32	12
123	33	12
123	34	18
123	35	18
123	36	-18
123	37	-18
123	38	-24
123	39	-24
123	40	48
123	60	-96
123	61	96
123	62	192
123	63	6
123	64	6
123	65	-6
123	66	-6
123	67	6
123	68	6
123	69	-6
123	70	-6
123	71	6
123	72	6
123	73	-6
123	74	-6
123	75	6
123	76	6
123	77	-6
123	78	-6
123	79	6
123	80	6
123	81	-6
123	82	-6
123	83	42
123	84	42
123	85	-42
123	86	-42
123	87	24
123	88	24
123	89	-48
123	212	36
124	1	-6
124	2	-6
124	3	6
124	4	6
124	5	-24
124	6	-24
124	7	48
124	18	6
124	19	6
124	20	-6
124	21	-6
124	22	6
124	23	6
124	24	-6
124	25	-6
124	26	6
124	27	6
124	28	-6
124	29	-6
124	30	12
124	31	12
124	32	-12
124	33	-12
124	34	-18
124	35	-18
124	36	18
124	37	18
124	38	24
124	39	24
124	40	-48
124	60	96
124	61	-96
124	62	-192
124	63	-6
124	64	-6
124	65	6
124	66	6
124	67	-6
124	68	-6
124	69	6
124	70	6
124	71	-6
124	72	-6
124	73	6
124	74	6
124	75	-6
124	76	-6
124	77	6
124	78	6
124	79	-6
124	80	-6
124	81	6
124	82	6
124	83	-42
124	84	-42
124	85	42
124	86	42
124	87	-24
124	88	-24
124	89	48
124	212	-36
125	11	24
125	12	24
125	47	-48
125	212	144
126	11	24
126	12	24
126	47	-48
126	212	-144
127	11	24
127	12	24
127	47	-48
128	11	-36
128	12	-36
128	13	24
128	34	-30
128	35	-6
128	36	-18
128	37	-18
128	60	-36
128	61	-12
128	62	-48
128	83	6
128	84	6
128	85	6
128	86	6
128	113	6
128	114	-6
128	115	6
128	116	-6
128	121	18
128	122	18
128	123	18
128	124	18
128	148	72
128	161	-12
128	163	-12
128	195	24
128	206	-24
128	207	-24
128	208	48
128	209	-24
128	210	-24
128	211	48
128	212	144
129	11	-12
129	12	-12
129	13	-24
129	34	6
129	35	-18
129	36	-6
129	37	-6
129	60	36
129	61	12
129	62	-48
129	83	-6
129	84	-6
129	85	-6
129	86	-6
129	113	-6
129	114	6
129	115	-6
129	116	6
129	121	6
129	122	6
129	123	6
129	124	6
129	148	24
129	161	12
129	163	12
129	195	-24
129	206	-24
129	207	-24
129	208	48
129	209	24
129	210	24
129	211	-48
129	212	-144
130	11	-36
130	12	-36
130	13	24
130	34	-30
130	35	-6
130	36	-18
130	37	-18
130	60	-36
130	61	-12
130	62	-48
130	83	6
130	84	6
130	85	6
130	86	6
130	113	6
130	114	-6
130	115	6
130	116	-6
130	121	18
130	122	18
130	123	18
130	124	18
130	148	72
130	161	-12
130	163	-12
130	195	24
130	206	-24
130	207	-24
130	208	48
130	209	-24
130	210	-24
130	211	48
130	212	-144
131	11	-12
131	12	-12
131	13	-24
131	34	6
131	35	-18
131	36	-6
131	37	-6
131	60	36
131	61	12
131	62	-48
131	83	-6
131	84	-6
131	85	-6
131	86	-6
131	113	-6
131	114	6
131	115	-6
131	116	6
131	121	6
131	122	6
131	123	6
131	124	6
131	148	24
131	161	12
131	163	12
131	195	-24
131	206	-24
131	207	-24
131	208	48
131	209	24
131	210	24
131	211	-48
131	212	144
132	11	-1944
132	12	-1944
132	41	504
132	42	-504
132	43	-1008
132	44	-504
132	45	504
132	46	1008
132	47	3888
132	48	-42
132	49	-42
132	50	42
132	51	42
132	52	42
132	53	42
132	54	-42
132	55	-42
132	56	42
132	57	42
132	58	-42
132	59	-42
132	135	-24
132	136	24
132	137	48
132	138	-6
132	139	-6
132	140	6
132	141	6
132	212	144
133	11	-1944
133	12	-1944
133	41	504
133	42	-504
133	43	-1008
133	44	-504
133	45	504
133	46	1008
133	47	3888
133	48	-42
133	49	-42
133	50	42
133	51	42
133	52	42
133	53	42
133	54	-42
133	55	-42
133	56	42
133	57	42
133	58	-42
133	59	-42
133	135	-24
133	136	24
133	137	48
133	138	-6
133	139	-6
133	140	6
133	141	6
133	212	-144
134	11	-1944
134	12	-1944
134	41	504
134	42	-504
134	43	-1008
134	44	-504
134	45	504
134	46	1008
134	47	3888
134	48	-42
134	49	-42
134	50	42
134	51	42
134	52	42
134	53	42
134	54	-42
134	55	-42
134	56	42
134	57	42
134	58	-42
134	59	-42
134	135	-24
134	136	24
134	137	48
134	138	-6
134	139	-6
134	140	6
